Plant Name,Generator ID,Technology,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Excess Wind and Solar Generation,time
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
Rolling Thunder Wind Farm Hybrid,2,Batteries,0.8,0.3,0.3,LIB,0.3,OT,,Y,2021
Kaheawa Wind Power II LLC,2,Batteries,20,10,10,LIB,10,BL,,Y,2021
Laurel Mountain Hybrid,2,Batteries,16,16,16,LIB,0,CS,,,2021
Sunshine Gateway Solar Energy Center,2,Batteries,75,30,30,LIB,30,CS,,Y,2021
Echo River Solar,2,Batteries,75,30,30,LIB,30,CS,,Y,2021
Burt County Solar Hybrid,2,Batteries,3,0.7,0.7,LIB,0.8,CS,,Y,2021
Dodge County Solar Hybrid,2,Batteries,3,0.7,0.7,LIB,0.8,CS,,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
System Control Center,GEN1,Flywheels,2.5,2.5,2.5,,0,CS,,,2021
System Control Center,GEN1,Flywheels,2.5,2.5,2.5,,0,CS,,,2021
System Control Center,GEN1,Flywheels,2.5,2.5,2.5,,0,CS,,,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
System Control Center,GEN1,Flywheels,2.5,2.5,2.5,,0,CS,,,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
Rolling Thunder Wind Farm Hybrid,2,Batteries,0.8,0.3,0.3,LIB,0.3,OT,,Y,2021
Kaheawa Wind Power II LLC,2,Batteries,20,10,10,LIB,10,BL,,Y,2021
Laurel Mountain Hybrid,2,Batteries,16,16,16,LIB,0,CS,,,2021
Sunshine Gateway Solar Energy Center,2,Batteries,75,30,30,LIB,30,CS,,Y,2021
Echo River Solar,2,Batteries,75,30,30,LIB,30,CS,,Y,2021
Burt County Solar Hybrid,2,Batteries,3,0.7,0.7,LIB,0.8,CS,,Y,2021
Dodge County Solar Hybrid,2,Batteries,3,0.7,0.7,LIB,0.8,CS,,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
Auwahi Wind Energy Hybrid,AWEB,Batteries,4.4,11,11,LIB,5.4,CS,,,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
Rolling Thunder Wind Farm Hybrid,2,Batteries,0.8,0.3,0.3,LIB,0.3,OT,,Y,2021
Kaheawa Wind Power II LLC,2,Batteries,20,10,10,LIB,10,BL,,Y,2021
Laurel Mountain Hybrid,2,Batteries,16,16,16,LIB,0,CS,,,2021
Sunshine Gateway Solar Energy Center,2,Batteries,75,30,30,LIB,30,CS,,Y,2021
Echo River Solar,2,Batteries,75,30,30,LIB,30,CS,,Y,2021
Burt County Solar Hybrid,2,Batteries,3,0.7,0.7,LIB,0.8,CS,,Y,2021
Dodge County Solar Hybrid,2,Batteries,3,0.7,0.7,LIB,0.8,CS,,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
Rolling Thunder Wind Farm Hybrid,2,Batteries,0.8,0.3,0.3,LIB,0.3,OT,,Y,2021
Kaheawa Wind Power II LLC,2,Batteries,20,10,10,LIB,10,BL,,Y,2021
Laurel Mountain Hybrid,2,Batteries,16,16,16,LIB,0,CS,,,2021
Sunshine Gateway Solar Energy Center,2,Batteries,75,30,30,LIB,30,CS,,Y,2021
Echo River Solar,2,Batteries,75,30,30,LIB,30,CS,,Y,2021
Burt County Solar Hybrid,2,Batteries,3,0.7,0.7,LIB,0.8,CS,,Y,2021
Dodge County Solar Hybrid,2,Batteries,3,0.7,0.7,LIB,0.8,CS,,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
Wynwood Energy Storage,1,Batteries,40,10,10,LIB,0.5,BL,,,2021
SEPV Sierra,1,Batteries,3.4,6,6,LIB,6,CS,Y,Y,2021
McIntosh (AL),1,Natural Gas with Compressed Air Storage,110,52,110,,0.9,BL,,,2021
ESS Battery Microgrid,1,Batteries,3,3,3,PBB,3,CS,N,Y,2021
KCP&L SmartGrid Innovation Park,1,Batteries,1,1,1,LIB,1.3,CS,,,2021
Clinton Battery,1,Batteries,4.1,5,5,LIB,3.2,CS,,,2021
Cedartown Battery Energy Storage Project,1,Batteries,2,1,1,LIB,1.5,CT,,Y,2021
Rabbit Hill Energy Storage Project,1,Batteries,9.9,9.9,9.9,LIB,9.9,CS,,,2021
Cox Battery Energy Storage,1,Batteries,1.5,1.2,1,PBB,1.2,CS,,,2021
Fort Carson Battery Energy Storage System,1,Batteries,8.5,4.2,4.2,LIB,1.4,CS,,,2021
Gambit Energy Storage - Angleton Storage,1,Batteries,200,100,100,LIB,32.9,CS,Y,,2021
